tconst	 titleType	 primaryTitle	 isAdult	 startYear	 endYear	 runtimeMinutes	 genres	 region	 language	IMDB rating
tt0087852	movie	Ordeal by Innocence	0	1984	\N	90	"Mystery,Thriller"	FR	\N	5
tt0065214	movie	The Wild Bunch	0	1969	\N	135	"Action,Adventure,Western"	PE	\N	7.9
tt0124294	movie	Bice skoro propast sveta	0	1968	\N	84	"Drama,Romance"	XWW	en	7.1
tt0105699	movie	Unlawful Entry	0	1992	\N	117	"Crime,Drama,Thriller"	DK	\N	6.3
tt0030944	movie	Vivacious Lady	0	1938	\N	90	"Comedy,Romance"	SUHH	ru	7.3
tt2124803	movie	How to Survive a Plague	0	2012	\N	110	"Documentary,History,News"	US	\N	7.6
tt0120618	movie	Breakfast of Champions	0	1999	\N	110	Comedy	TR	tr	4.6
tt2024544	movie	12 Years a Slave	0	2013	\N	134	"Biography,Drama,History"	JP	\N	8.1
tt0164961	movie	Vidocq	0	2001	\N	98	"Action,Crime,Fantasy"	RS	\N	6.5
tt0091359	movie	Kukacka v temném lese	0	1985	\N	94	"Drama,War"	CZ	\N	6.8
tt0052117	movie	"Rally 'Round the Flag, Boys!"	0	1958	\N	106	Comedy	PL	\N	6.1
tt0491175	movie	Suburbicon	0	2017	\N	105	"Comedy,Crime,Drama"	AR	\N	5.7
tt0026932	movie	Riffraff	0	1936	\N	94	"Crime,Drama"	ES	\N	6.4
tt1519245	movie	Agnosia	0	2010	\N	105	"Drama,Thriller"	RU	\N	5.5
tt7167602	video	Suicide Squad: Hell to Pay	0	2018	\N	86	"Action,Animation,Fantasy"	MX	\N	7
tt0000225	short	La belle et la bête	0	1899	\N	\N	"Family,Fantasy,Romance"	\N	\N	5.4
tt0236034	movie	Born Romantic	0	2000	\N	96	"Comedy,Romance"	BR	\N	6.4
tt0064573	movie	Last Summer	0	1969	\N	95	Drama	XWG	\N	7
tt1485796	movie	The Greatest Showman	0	2017	\N	105	"Biography,Drama,Musical"	TR	tr	7.6
tt0248513	tvEpisode	Long Time Dead	0	1999	\N	103	"Crime,Drama,Mystery"	GB	\N	8
tt0195945	movie	Next Friday	0	2000	\N	98	Comedy	HU	\N	6.1
tt0024269	movie	Looking Forward	0	1933	\N	82	Drama	ES	\N	7.1
tt0009358	movie	The Mask	0	1918	\N	50	"Comedy,Drama"	US	\N	6.2
tt0039211	movie	Born to Kill	0	1947	\N	92	"Crime,Drama,Film-Noir"	FR	\N	7.2
tt0094961	movie	Dead Heat	0	1988	\N	86	"Action,Comedy,Horror"	IT	\N	6.1
tt0048445	movie	Oklahoma!	0	1955	\N	145	"Comedy,Drama,Musical"	AT	\N	7
tt0130073	movie	Legal Deceit	0	1997	\N	93	Thriller	US	\N	3.6
tt1674274	movie	Kolka Cool	0	2011	\N	97	"Comedy,Drama"	\N	\N	7.1
tt0047220	movie	Massacre Canyon	0	1954	\N	66	Western	GB	\N	5.6
tt0092090	movie	Thérèse	0	1986	\N	94	Drama	FR	\N	7.3
tt0071824	movie	McQ	0	1974	\N	111	"Action,Crime,Drama"	SUHH	ru	6.3
tt0376650	movie	Hipnos	0	2004	\N	93	"Drama,Horror,Thriller"	DE	\N	5.4
tt0041498	movie	I Was a Male War Bride	0	1949	\N	105	"Comedy,Romance,War"	US	\N	7
tt0403645	movie	Utomlennye solntsem 2	0	2010	\N	181	"Drama,History,War"	BG	bg	4.2
tt0061014	movie	Le spie vengono dal semifreddo	0	1966	\N	82	"Adventure,Comedy,Sci-Fi"	HU	\N	4.1
tt0005682	movie	Madame Butterfly	0	1915	\N	61	Drama	AT	\N	5.5
tt0163983	movie	Bless the Child	0	2000	\N	107	"Crime,Drama,Horror"	CA	fr	5.1
tt1050001	movie	Albino Farm	0	2009	\N	90	Horror	\N	\N	3.8
tt0119227	movie	Snow White: A Tale of Terror	0	1997	\N	100	"Fantasy,Horror"	\N	\N	6.2
tt0061015	movie	Spinout	0	1966	\N	90	"Comedy,Musical,Romance"	NL	\N	5.9
tt0010806	movie	True Heart Susie	0	1919	\N	87	"Comedy,Drama,Romance"	US	\N	7
tt0097474	movie	Halloween 5: The Revenge of Michael Myers	0	1989	\N	96	"Horror,Thriller"	US	\N	5.2
tt0337656	movie	Keep Your Distance	0	2005	\N	94	"Drama,Mystery,Romance"	BR	\N	5.2
tt0031235	movie	Dodge City	0	1939	\N	104	"Action,Drama,Romance"	IT	\N	7.1
tt0485323	movie	Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono	0	2005	\N	105	"Action,Adventure,Animation"	AU	\N	7.4
tt0055254	movie	One Hundred and One Dalmatians	0	1961	\N	79	"Adventure,Animation,Comedy"	DE	\N	7.2
tt4701724	movie	Early Man	0	2018	\N	89	"Adventure,Animation,Comedy"	CA	fr	6.1
tt0318988	movie	Ana y los otros	0	2003	\N	80	Drama	RS	\N	6.3
tt0091188	movie	Heartburn	0	1986	\N	108	"Comedy,Drama"	DE	\N	6.1
tt10948692	tvEpisode	Gone Girl	0	2018	\N	\N	Drama	\N	\N	\N
tt10636964	tvEpisode	Ghost Adventures	0	2019	\N	\N	Comedy	\N	\N	\N
tt0155197	movie	Speedway Junky	0	1999	\N	105	"Crime,Drama,Romance"	RU	\N	5.7
tt0163939	tvSeries	Holly	0	1972	\N	60	Drama	GB	\N	\N
tt0021669	movie	Black Coffee	0	1931	\N	78	Mystery	\N	\N	7.1
tt0064541	movie	Kes	0	1969	\N	111	"Drama,Family"	XWG	\N	7.9
tt1811307	movie	Burning Blue	0	2013	\N	96	"Biography,Drama,Romance"	FR	\N	6.1
tt0090727	movie	Big Trouble	0	1986	\N	93	Comedy	FI	\N	5.2
tt1833673	movie	Dhoom:3	0	2013	\N	172	"Action,Thriller"	UA	\N	5.4
tt0881909	movie	Dr. Bronner's Magic Soapbox	0	2006	\N	88	Documentary	US	\N	6.6
tt0057714	movie	Zatôichi kenka-tabi	0	1963	\N	85	"Action,Adventure,Drama"	SUHH	ru	7.2
tt1445683	movie	Great Directors	0	2009	\N	90	Documentary	\N	\N	6.4
tt0371257	movie	Stay	0	2005	\N	99	"Drama,Mystery,Thriller"	US	\N	6.8
tt0804555	video	Wrong Turn 2: Dead End	0	2007	\N	93	Horror	\N	\N	5.5
tt0030491	movie	Nancy Drew: Detective	0	1938	\N	66	"Comedy,Mystery"	\N	\N	6.9
tt0025318	movie	It's a Gift	0	1934	\N	68	Comedy	FR	\N	7.2
tt2546038	tvSpecial	Maria Bamford: The Special Special Special!	0	2012	\N	49	Comedy	\N	\N	6.9
tt0964185	movie	Tetro	0	2009	\N	127	Drama	GR	\N	6.8
tt0089504	movie	Lost in America	0	1985	\N	91	Comedy	CA	en	7
tt0281322	movie	Undisputed	0	2002	\N	94	"Action,Crime,Drama"	JP	en	6.2
tt0783550	movie	Meth	0	2006	\N	79	Documentary	US	\N	7.6
tt0079688	movie	Over the Edge	0	1979	\N	95	"Crime,Drama"	NO	\N	7.4
tt0329101	movie	Freddy vs. Jason	0	2003	\N	97	"Action,Horror"	US	\N	5.7
tt0176093	movie	Return with Honor	0	1998	\N	101	Documentary	US	\N	8.2
tt1595364	video	No Flesh Shall Be Spared	0	2009	\N	54	Documentary	US	\N	6.9
tt0057765	tvSeries	The Man from U.N.C.L.E.	0	1964	1968	50	"Action,Adventure,Crime"	SUHH	ru	7.7
tt0816556	movie	Lake Mungo	0	2008	\N	87	"Drama,Horror,Mystery"	TR	tr	6.2
tt0997047	movie	College Road Trip	0	2008	\N	83	"Adventure,Comedy,Drama"	US	\N	4.3
tt0079758	movie	Prophecy	0	1979	\N	102	"Horror,Sci-Fi,Thriller"	BR	\N	5.5
tt0276751	movie	About a Boy	0	2002	\N	101	"Comedy,Drama,Romance"	BG	bg	7
tt0102782	movie	Return to the Blue Lagoon	0	1991	\N	102	"Adventure,Drama,Romance"	ES	ca	5.2
tt0084287	tvMovie	Made in Britain	0	1982	\N	76	"Crime,Drama"	RS	\N	7.3
tt1336006	movie	The Revenant	0	2009	\N	117	"Comedy,Fantasy,Horror"	DE	\N	6.3
tt0051745	movie	Houseboat	0	1958	\N	110	"Comedy,Drama,Family"	AT	\N	6.6
tt0819755	movie	Babysitter Wanted	0	2008	\N	93	"Horror,Thriller"	HU	\N	5.4
tt0155626	movie	Chéri	0	1950	\N	90	"Comedy,Drama"	BE	qbn	6.6
tt0044044	movie	Sköna Helena	0	1951	\N	99	"Adventure,Drama,Musical"	FI	\N	4.9
tt0070723	movie	Soylent Green	0	1973	\N	97	"Crime,Mystery,Sci-Fi"	BR	\N	7.1
tt0120776	movie	One True Thing	0	1998	\N	127	Drama	FR	\N	7
tt0792988	movie	Bihisht faqat baroi murdagon	0	2006	\N	92	"Crime,Drama"	XWW	en	6.6
tt0016037	movie	Lord Jim	0	1925	\N	70	Drama	BR	\N	6
tt0194495	movie	Upside Down	0	1919	\N	\N	Comedy	FR	\N	\N
tt0103316	movie	Yumeji	0	1991	\N	128	Drama	JP	\N	7
tt10016342	tvSeries	Kolmistaan	0	2017	\N	30	Comedy	\N	\N	7
tt0031506	short	Jeepers Creepers	0	1939	\N	9	"Animation,Comedy,Family"	SUHH	ru	6.8
tt0041600	movie	Lost Boundaries	0	1949	\N	99	Drama	US	\N	7.1
tt0429807	video	The Confessions of Bernhard Goetz	0	1987	\N	78	"Crime,Documentary"	US	\N	7.7
tt0073768	movie	Supervixens	0	1975	\N	106	Comedy	GR	\N	6
tt0055884	movie	H.M.S. Defiant	0	1962	\N	101	"Action,Drama,History"	GB	\N	7.1
tt0443649	movie	"10,000 BC"	0	2008	\N	109	"Action,Adventure,Drama"	HR	\N	5.1
tt1232826	movie	De ofrivilliga	0	2008	\N	98	Drama	BR	\N	7.1
tt0098627	movie	Weekend at Bernie's	0	1989	\N	97	"Adventure,Comedy,Crime"	PL	\N	6.4
tt0460808	movie	Ghost Son	0	2007	\N	97	"Drama,Horror,Mystery"	RU	\N	4.5
tt0986230	movie	French Film	0	2008	\N	87	"Comedy,Romance"	CA	en	6.5
tt0070169	movie	Hell Up in Harlem	0	1973	\N	94	"Action,Crime,Drama"	GR	\N	6.1
tt0080955	movie	Vértigo en Manhattan	0	1981	\N	98	Drama	ES	\N	5.4
tt0050381	movie	Le fatiche di Ercole	0	1958	\N	104	"Adventure,Fantasy"	PT	\N	5.4
tt0369339	movie	Collateral	0	2004	\N	120	"Crime,Drama,Thriller"	FR	\N	7.5
tt0249462	movie	Billy Elliot	0	2000	\N	110	"Drama,Music"	MX	\N	7.7
tt0058409	movie	Nikutai no mon	0	1964	\N	90	Drama	IT	\N	7.4
tt0465234	movie	National Treasure: Book of Secrets	0	2007	\N	124	"Action,Adventure,Mystery"	RU	\N	6.5
tt0028118	movie	Poor Little Rich Girl	0	1936	\N	79	"Adventure,Comedy,Family"	ES	\N	7.1
tt0157473	short	Clown	0	1969	\N	11	"Drama,Short"	ES	\N	7.7
tt0243664	tvMovie	Wit	0	2001	\N	99	Drama	PT	\N	8
tt3720382	movie	Toiset tytöt	0	2015	\N	90	Drama	\N	\N	6
tt0401711	movie	"Paris, je t'aime"	0	2006	\N	120	"Comedy,Drama,Romance"	UA	\N	7.3
tt0825225	movie	American Pastime	0	2007	\N	105	"Drama,Romance,Sport"	HU	\N	6.6
tt0027914	movie	Love on the Run	0	1936	\N	80	"Comedy,Fantasy,Romance"	PL	\N	6
tt0095196	movie	The Game	0	1988	\N	91	"Action,Drama"	BR	\N	4.9
tt0113283	tvMovie	Heidi Fleiss: Hollywood Madam	0	1995	\N	106	"Biography,Documentary"	GB	\N	6.5
tt0581344	tvEpisode	While We're Young	0	1955	\N	30	"Comedy,Drama,Music"	\N	\N	\N
tt0083911	movie	Experience Preferred... But Not Essential	0	1982	\N	80	Drama	\N	\N	7
tt0374308	movie	United	0	2003	\N	85	"Comedy,Romance,Sport"	NO	\N	6.2
tt0108171	movie	Sniper	0	1993	\N	98	"Action,Thriller,War"	US	\N	6.1
tt2229511	movie	Wer	0	2013	\N	89	"Action,Horror,Mystery"	BG	bg	5.9
tt0561753	tvEpisode	Handsome Harry	0	1971	\N	\N	"Crime,Drama"	AU	\N	\N
tt10405298	tvEpisode	Purge	0	2018	\N	\N	"Action,Adventure,Animation"	\N	\N	\N
tt0379630	tvSeries	Las herederas	0	1983	\N	\N	Drama	CL	\N	\N
tt0026636	movie	Little Men	0	1934	\N	72	Drama	BR	\N	6
tt0446784	tvEpisode	Sketches of Frank Gehry	0	2005	\N	83	"Biography,Documentary"	PT	\N	7.1
tt1596343	movie	Fast Five	0	2011	\N	130	"Action,Adventure,Thriller"	FR	\N	7.3
tt0145660	movie	Austin Powers: The Spy Who Shagged Me	0	1999	\N	95	"Action,Adventure,Comedy"	US	\N	6.6
tt0171049	movie	Airspeed	0	1999	\N	93	"Action,Adventure,Drama"	\N	\N	3.7
tt0499544	short	Pitch Perfect	0	2005	\N	10	Short	\N	\N	6.6
tt0036744	short	Dark Shadows	0	1944	\N	21	"Crime,Drama,Short"	US	\N	5.6
tt0176250	movie	Tube Tales	0	1999	\N	84	Drama	\N	\N	6.3
tt2705402	short	Fist of Jesus	0	2012	\N	15	"Action,Comedy,Horror"	RS	\N	7
tt0995036	tvMovie	Einstein and Eddington	0	2008	\N	94	"Biography,Drama,History"	IT	\N	7.3
tt0097935	tvMovie	My Boyfriend's Back	0	1989	\N	95	Comedy	DE	\N	5.7
tt0254199	movie	CQ	0	2001	\N	88	"Comedy,Drama,Sci-Fi"	RU	\N	6.2
tt0300140	movie	Lilja 4-ever	0	2002	\N	109	"Crime,Drama"	\N	\N	7.8
tt0170351	movie	Pan Tadeusz	0	1999	\N	147	"Drama,History,Romance"	\N	\N	6
tt1616195	movie	J. Edgar	0	2011	\N	137	"Biography,Crime,Drama"	UY	\N	6.5
tt1646221	movie	Periferic	0	2010	\N	87	"Drama,Thriller"	XWW	en	6.7
tt1937269	movie	One Small Hitch	0	2013	\N	105	"Comedy,Romance"	RU	\N	6.6
tt1426352	movie	Amer	0	2009	\N	90	"Horror,Thriller"	RU	\N	6.2
tt0758429	short	Interstellar	0	2005	\N	7	"Drama,Sci-Fi,Short"	CA	\N	6.4
tt2073029	movie	Marina Abramovic: The Artist Is Present	0	2012	\N	106	"Biography,Documentary,History"	RS	\N	7.9
tt0032851	movie	'Northwest Passage' (Book I -- Rogers' Rangers)	0	1940	\N	126	"Adventure,Drama,History"	CSHH	\N	7.1
tt0041495	movie	The Woman on Pier 13	0	1949	\N	73	"Crime,Drama,Film-Noir"	CO	\N	6
tt0121731	short	La cravate	0	1957	\N	20	Short	MX	\N	6.6
tt0772475	tvEpisode	Amber Alert	0	2006	\N	43	Comedy	\N	\N	\N
tt0125439	movie	Notting Hill	0	1999	\N	124	"Comedy,Drama,Romance"	AR	\N	7.1
tt0021635	movie	Bad Girl	0	1931	\N	90	"Drama,Romance"	PL	\N	6.5
tt1930315	tvMovie	Cyberbully	0	2011	\N	87	Drama	PT	\N	5.6
tt0116930	movie	Love Serenade	0	1996	\N	101	"Comedy,Crime,Drama"	PL	\N	6.9
tt0143422	movie	American Virgin	0	1999	\N	88	Comedy	GB	\N	3.4
tt0027902	movie	Lloyds of London	0	1936	\N	118	"Drama,History,Romance"	DK	\N	7
tt0038810	movie	Ôsone-ke no ashita	0	1946	\N	81	Drama	XWW	en	7.1
tt0095242	tvMiniSeries	Lincoln	0	1988	1988	188	"Drama,History,War"	US	\N	7
tt0104107	movie	Diggstown	0	1992	\N	98	"Drama,Sport"	RS	\N	7
tt0495225	movie	In Our Garden	0	2002	\N	86	"Comedy,Drama"	US	\N	7.9
tt2162565	short	Adam and Dog	0	2012	\N	16	"Animation,Drama,Short"	\N	\N	6.8
tt0061758	movie	Hells Angels on Wheels	0	1967	\N	95	"Crime,Drama,Thriller"	BR	\N	5.2
tt0044543	movie	Desperate Search	0	1952	\N	73	"Adventure,Drama"	FI	\N	5.9
tt0879169	tvEpisode	Fitna	0	2006	\N	53	"Crime,Drama,Thriller"	US	\N	8.2
tt0089160	movie	Fool for Love	0	1985	\N	106	Drama	\N	\N	6.1
tt0097007	movie	The Caller	0	1987	\N	97	"Mystery,Sci-Fi,Thriller"	IT	\N	6.1
tt0085387	movie	D.C. Cab	0	1983	\N	100	"Action,Comedy"	SUHH	ru	5.5
tt3516378	movie	Soo-sang-han geun-yeo	0	2014	\N	124	"Comedy,Fantasy,Music"	VN	\N	7.3
tt0120910	movie	Fantasia 2000	0	1999	\N	75	"Animation,Comedy,Family"	RO	\N	7.2
tt1080857	movie	Voy a explotar	0	2008	\N	106	Drama	US	\N	6.6
tt0451957	video	Urban Legends: Bloody Mary	0	2005	\N	93	"Horror,Thriller"	HU	\N	4.2
tt7772580	movie	The Perfection	0	2018	\N	90	"Drama,Horror,Thriller"	HU	\N	6.1
tt0362270	movie	The Life Aquatic with Steve Zissou	0	2004	\N	119	"Action,Adventure,Comedy"	DE	\N	7.3
tt0344120	movie	El Niño	0	1968	\N	\N	\N	\N	\N	\N
tt3091282	movie	Burt's Buzz	0	2013	\N	88	Documentary	CA	\N	6.6
tt0094642	movie	American Gothic	0	1987	\N	90	Horror	HU	\N	5.9
tt0810823	movie	The Deaths of Ian Stone	0	2007	\N	87	"Horror,Thriller"	HU	\N	5.6
tt0807140	tvEpisode	Porn Theater	0	\N	\N	\N	\N	\N	\N	\N
tt0029682	movie	Topper	0	1937	\N	97	"Comedy,Fantasy,Romance"	IR	fa	7.3
tt0208423	movie	Santo vs. las lobas	0	1976	\N	85	"Action,Fantasy,Horror"	MX	\N	6.4
tt3289956	movie	The Autopsy of Jane Doe	0	2016	\N	86	"Horror,Mystery,Thriller"	IT	\N	6.8
tt0102913	movie	Shout	0	1991	\N	89	"Drama,Music,Romance"	HU	\N	5.3
tt0036783	movie	Dynamiittityttö	0	1944	\N	73	Comedy	\N	\N	6.2
tt0139134	movie	Cruel Intentions	0	1999	\N	97	"Drama,Romance"	DK	\N	6.8
tt0113081	movie	Flodder 3	0	1995	\N	90	"Comedy,Family"	CA	fr	5.5
tt0072890	movie	Dog Day Afternoon	0	1975	\N	125	"Biography,Crime,Drama"	FI	\N	8
tt2901584	tvSpecial	Kumail Nanjiani: Beta Male	0	2013	\N	60	Comedy	US	\N	7.2
tt0067756	movie	Silent Running	0	1972	\N	89	"Drama,Sci-Fi"	US	\N	6.7
tt0114369	movie	Se7en	0	1995	\N	127	"Crime,Drama,Mystery"	DK	\N	8.6
tt0094631	movie	Alien Nation	0	1988	\N	91	"Action,Sci-Fi"	PL	\N	6.3
tt0084938	movie	Young Doctors in Love	0	1982	\N	96	Comedy	ES	\N	5.4
tt0101998	movie	Hangin' with the Homeboys	0	1991	\N	88	"Comedy,Drama"	FI	\N	7
tt0078150	movie	Remember My Name	0	1978	\N	94	"Drama,Thriller"	\N	\N	6.4
tt0103977	movie	Claire of the Moon	0	1992	\N	107	"Drama,Romance"	BR	\N	5.1
tt0649453	tvEpisode	51	0	1968	\N	\N	"Family,Fantasy,Music"	\N	\N	7.2
tt0042579	movie	House by the River	0	1950	\N	83	"Crime,Drama,Film-Noir"	FI	\N	7.2
tt6360748	tvEpisode	Cinderella III: A Twist in Time	0	2016	\N	\N	Documentary	\N	\N	7.3
tt0903629	short	La La Land	0	2006	\N	34	"Comedy,Short"	US	\N	5.8
tt0164003	movie	City of Ghosts	0	2002	\N	116	"Crime,Drama,Thriller"	BR	\N	6
tt0068509	movie	"Drive, He Said"	0	1971	\N	95	"Comedy,Drama,Sport"	FR	\N	5.9
tt0291579	movie	À la folie... pas du tout	0	2002	\N	92	"Romance,Thriller"	LT	\N	7.2
tt0073631	movie	Rollerball	0	1975	\N	125	"Action,Sci-Fi,Sport"	RO	\N	6.6
tt1053440	tvEpisode	La cara oculta	0	2000	\N	\N	"Comedy,Drama,Romance"	ES	\N	\N
tt0079013	movie	Cuba	0	1979	\N	122	"Adventure,Romance,Thriller"	\N	\N	5.7
tt1226358	tvEpisode	Marvin Gaye: What's Going On	0	2008	\N	\N	"Biography,Documentary"	\N	\N	7.5
tt0114129	movie	Picture Bride	0	1994	\N	94	"Drama,Romance"	\N	\N	6.6
tt0256085	movie	Hurt	0	2000	\N	50	Drama	AU	\N	\N
tt0471102	video	Black Mass	0	2005	\N	\N	Horror	\N	\N	5.1
tt0117093	movie	Mother Night	0	1996	\N	114	"Drama,Romance,War"	LT	\N	7.1
tt0063647	movie	The Strange Affair	0	1968	\N	106	"Crime,Drama"	FI	\N	6.7
tt11117534	tvEpisode	L'avenir	0	2019	\N	\N	Documentary	\N	\N	\N
tt0180748	movie	I Kina spiser de hunde	0	1999	\N	91	"Action,Comedy,Crime"	HU	\N	7.4
tt0052543	movie	Al Capone	0	1959	\N	104	"Biography,Crime,Drama"	FR	\N	6.8
tt0082933	movie	Possession	0	1981	\N	124	"Drama,Horror"	PT	\N	7.4
tt0115632	movie	Basquiat	0	1996	\N	107	"Biography,Drama"	ES	\N	6.9
tt0042619	movie	Journal d'un curé de campagne	0	1951	\N	115	Drama	BR	\N	8
tt0031260	movie	Each Dawn I Die	0	1939	\N	92	"Crime,Drama,Film-Noir"	BE	qbn	7.3
tt0265029	movie	America's Sweethearts	0	2001	\N	102	"Comedy,Romance"	ES	ca	5.7
tt0098308	movie	She's Out of Control	0	1989	\N	90	Comedy	FI	\N	5.4
tt0025489	movie	Men in White	0	1934	\N	74	"Drama,Romance"	DK	\N	6.3
tt1484954	movie	Death and Cremation	0	2010	\N	86	"Drama,Horror,Thriller"	US	\N	5.8
tt0134912	movie	Provocateur	0	1998	\N	103	"Action,Drama,Thriller"	DE	\N	4.8
tt1119191	movie	The Killing Room	0	2009	\N	93	"Mystery,Thriller"	US	\N	5.7
tt0053182	movie	Porgy and Bess	0	1959	\N	138	"Drama,Musical,Romance"	SE	\N	7.2
tt2366710	movie	I Want to Look Like That Guy	0	2009	\N	\N	Documentary	US	\N	7.4
tt0131295	video	American Beauty	1	1993	\N	88	Adult	US	\N	5.1
tt0066666	tvSeries	The Guardians	0	1971	\N	60	"Drama,Sci-Fi,Thriller"	GB	\N	8.3
tt2675914	movie	Kraftidioten	0	2014	\N	116	"Action,Crime,Drama"	SI	\N	7.2
tt1179904	movie	Paranormal Activity	0	2007	\N	86	"Horror,Mystery,Thriller"	ES	\N	6.3
tt0283877	video	American Psycho II: All American Girl	0	2002	\N	88	"Horror,Thriller"	US	\N	3.8
tt0522915	tvEpisode	Smashed	0	1996	\N	44	"Drama,Romance"	US	\N	6.5
tt0497351	movie	"Dance Party, USA"	0	2006	\N	65	Drama	\N	\N	6.3
tt1670627	movie	Buna! Ce faci?	0	2010	\N	105	"Comedy,Romance"	HU	\N	7.3
tt1756750	movie	Starbuck	0	2011	\N	109	"Comedy,Drama,Romance"	IT	\N	7.3
tt0067085	movie	Fata Morgana	0	1971	\N	76	"Comedy,Documentary,Drama"	SUHH	ru	6.8
tt1276107	video	Without a Paddle: Nature's Calling	0	2009	\N	96	"Adventure,Comedy"	PL	\N	4
tt0077531	movie	F.I.S.T	0	1978	\N	145	"Crime,Drama,Thriller"	DK	\N	6.4
tt0061787	movie	Hour of the Gun	0	1967	\N	100	Western	DK	\N	6.7
tt1556190	movie	Nostalgia de la luz	0	2010	\N	90	Documentary	BR	\N	7.6
tt0325412	movie	The Forger	0	1928	\N	\N	Drama	GB	\N	\N
tt0380239	short	Buwan	0	2000	\N	10	Short	XWW	en	5
tt0093668	movie	Ofelas	0	1987	\N	86	"Action,Adventure,Drama"	SE	\N	7.2
tt0032349	movie	Comrade X	0	1940	\N	104	"Comedy,Romance"	PT	\N	6.6
tt0071219	movie	A Bigger Splash	0	1973	\N	106	"Biography,Documentary,Drama"	GB	\N	5.6
tt0164983	movie	Zatôichi kenka-daiko	0	1968	\N	84	"Action,Adventure,Drama"	JP	\N	7.4
tt0603984	tvEpisode	Jill the Ripper	0	1974	\N	\N	"Action,Crime,Drama"	\N	\N	\N
tt0080753	movie	Amigo	0	1980	\N	85	"Action,Drama,Family"	ES	\N	7.2
tt0421073	movie	Street Kings	0	2008	\N	109	"Action,Crime,Drama"	RO	\N	6.8
tt0047152	movie	Knock on Wood	0	1954	\N	103	Comedy	GR	\N	6.8
tt0008395	movie	Otets Sergiy	0	1918	\N	112	"Biography,Drama,History"	FR	\N	7.2
tt0095082	movie	Eight Men Out	0	1988	\N	119	"Drama,History,Sport"	UY	\N	7.2
tt0977611	movie	Feiern	0	2006	\N	81	Documentary	DE	\N	7.2
tt0145937	movie	Naqoyqatsi	0	2002	\N	89	"Documentary,Music"	HU	\N	6.6
tt0091560	movie	Mountaintop Motel Massacre	0	1983	\N	95	Horror	US	\N	4.5
tt3397754	movie	"10,000 Saints"	0	2015	\N	113	"Comedy,Drama,Music"	HU	\N	5.9
tt0082467	movie	Graduation Day	0	1981	\N	96	"Horror,Mystery,Thriller"	US	\N	4.8
tt0212346	movie	Miss Congeniality	0	2000	\N	109	"Action,Comedy,Crime"	EE	\N	6.2
tt0015324	movie	Sherlock Jr.	0	1924	\N	45	"Action,Comedy,Romance"	RO	\N	8.2
tt0909139	tvEpisode	41	0	1971	\N	\N	"Comedy,Family"	US	\N	\N
tt0035105	movie	My Sister Eileen	0	1942	\N	96	Comedy	PL	\N	7.1
tt0069019	movie	Non si sevizia un paperino	0	1972	\N	105	"Horror,Mystery,Thriller"	GR	\N	7.1
tt0050347	movie	Edge of the City	0	1957	\N	85	Drama	CL	\N	7.2
tt0075617	movie	ABBA: The Movie	0	1977	\N	95	"Comedy,Drama,Music"	BR	\N	6.5
tt0379000	short	Ward 13	0	2003	\N	15	"Animation,Comedy,Horror"	FR	\N	7.8
tt0091187	movie	Heartbreak Ridge	0	1986	\N	130	"Drama,War"	GR	\N	6.9
tt0874259	short	Big Bad Wolves	0	2006	\N	13	"Comedy,Drama,Fantasy"	NZ	\N	6.5
tt0780548	movie	Kid Cannabis	0	2014	\N	110	"Biography,Comedy,Crime"	\N	\N	6.4
tt0059885	movie	Von Ryan's Express	0	1965	\N	117	"Action,Adventure,War"	LT	\N	7.1
tt0422774	movie	Are We Done Yet?	0	2007	\N	92	"Comedy,Family,Fantasy"	AR	\N	4.2
tt3416532	movie	A Monster Calls	0	2016	\N	108	"Animation,Drama,Fantasy"	HU	\N	7.5
tt0117117	movie	My Mother's Courage	0	1995	\N	93	"Drama,War"	HR	\N	6.8
tt0021295	movie	Renegades	0	1930	\N	84	"Action,Adventure,Romance"	SE	\N	5.1
tt0030412	movie	Man-Proof	0	1938	\N	75	"Comedy,Drama,Romance"	US	\N	6.1
tt0119210	movie	Switchback	0	1997	\N	118	"Crime,Mystery,Thriller"	PL	\N	6.4
tt0117999	movie	Two Deaths	0	1995	\N	102	"Drama,War"	IT	\N	6.6
tt0305224	movie	Anger Management	0	2003	\N	106	Comedy	RO	\N	6.2
tt0110057	movie	Hoop Dreams	0	1994	\N	170	"Documentary,Drama,Sport"	FI	\N	8.3
tt0056412	movie	Ride the High Country	0	1962	\N	94	"Drama,Western"	BR	\N	7.5
tt4810538	tvEpisode	Castle of the Living Dead	0	1978	\N	\N	Horror	\N	\N	\N
tt1919017	movie	Portrait of Wally	0	2012	\N	90	"Documentary,History,News"	US	\N	6.8
tt0071994	movie	Phantom of the Paradise	0	1974	\N	91	"Comedy,Drama,Fantasy"	TR	tr	7.4
tt0021750	movie	City Streets	0	1931	\N	83	"Crime,Drama,Film-Noir"	HU	\N	7.1
tt0110215	movie	Jungleground	0	1995	\N	90	"Action,Sci-Fi,Thriller"	CA	fr	5.4
tt2548738	movie	Rich Hill	0	2014	\N	91	"Biography,Documentary,Drama"	\N	\N	7.2
tt0107523	movie	Married to It	0	1991	\N	112	"Comedy,Drama"	BG	bg	5.8
tt0324038	video	Special Forces	0	2003	\N	93	"Action,Thriller,War"	ES	\N	5.1
